,team1,team2,score1,score2,time_completed,round_info,tournament_name,match_page,tournament_icon
14,Stim Beacon Boyz,TikTok Baddies,13,9,4d 20h ago,Group Stage-Round 1,Frag Valorant Major - Fullerton,/60349/stim-beacon-boyz-vs-tiktok-baddies-frag-valorant-major-fullerton-r1,https://owcdn.net/img/61b9b4ea49bc0.png
15,Vietnamese Curry,FragHunters,13,3,4d 20h ago,Group Stage-Round 3,Frag Valorant Major - Fullerton,/60395/vietnamese-curry-vs-fraghunters-frag-valorant-major-fullerton-r3,https://owcdn.net/img/61b9b4ea49bc0.png
16,five guys,Mustache Men,2,13,4d 20h ago,Group Stage-Round 3,Frag Valorant Major - Fullerton,/60396/five-guys-vs-mustache-men-frag-valorant-major-fullerton-r3,https://owcdn.net/img/61b9b4ea49bc0.png
17,BIG,Ovation eSports,2,0,4d 20h ago,Playoffs-Grand Final,Kingdom Calling #6,/60484/big-vs-ovation-esports-kingdom-calling-6-gf,https://owcdn.net/img/609016936f908.png
18,Foxera & Friends,FragHunters,4,13,4d 21h ago,Group Stage-Round 2,Frag Valorant Major - Fullerton,/60341/foxera-friends-vs-fraghunters-frag-valorant-major-fullerton-r2,https://owcdn.net/img/61b9b4ea49bc0.png
19,Rice Burrito,Mustache Men,8,13,4d 21h ago,Group Stage-Round 2,Frag Valorant Major - Fullerton,/60343/rice-burrito-vs-mustache-men-frag-valorant-major-fullerton-r2,https://owcdn.net/img/61b9b4ea49bc0.png
20,RatTurtleSquid,The Guard,12,14,4d 21h ago,Group Stage-Round 2,Frag Valorant Major - Fullerton,/60345/ratturtlesquid-vs-the-guard-frag-valorant-major-fullerton-r2,https://owcdn.net/img/61b9b4ea49bc0.png
21,Kafalar eSports,Surreal Esports,10,13,4d 21h ago,Group Stage-Group A,Open Fire Legacy,/60474/kafalar-esports-vs-surreal-esports-open-fire-legacy-group-stage-group-a,https://owcdn.net/img/60faced0e30b5.png
22,Cloud9 White,Jays Finest, 0,2,4d 21h ago,Group Stage-Round 2,Frag Valorant Major - Philadelphia,/60313/cloud9-white-vs-jays-finest-frag-valorant-major-philadelphia-r2,https://owcdn.net/img/61b9b4ea49bc0.png
23,Juul Team 6,Bully Hunters,2,0,4d 21h ago,Group Stage-Round 2,Frag Valorant Major - Philadelphia,/60314/juul-team-6-vs-bully-hunters-frag-valorant-major-philadelphia-r2,https://owcdn.net/img/61b9b4ea49bc0.png
24,Team NAME,The Unfortunate Five,2,0,4d 21h ago,Group Stage-Round 2,Frag Valorant Major - Philadelphia,/60315/team-name-vs-the-unfortunate-five-frag-valorant-major-philadelphia-r2,https://owcdn.net/img/61b9b4ea49bc0.png
25,Sewercats,iwnl,0,2,4d 22h ago,Group Stage-Round 2,Frag Valorant Major - Philadelphia,/60308/sewercats-vs-iwnl-frag-valorant-major-philadelphia-r2,https://owcdn.net/img/61b9b4ea49bc0.png
26,Zero MarksMen Silver,Booster Seat Gaming,1,2,4d 22h ago,Group Stage-Round 2,Frag Valorant Major - Philadelphia,/60309/zero-marksmen-silver-vs-booster-seat-gaming-frag-valorant-major-philadelphia-r2,https://owcdn.net/img/61b9b4ea49bc0.png
27,Fire Flux Young,OtherSide,13,4,4d 22h ago,Group Stage-Group A,Open Fire Legacy,/60473/fire-flux-young-vs-otherside-open-fire-legacy-group-stage-group-a,https://owcdn.net/img/60faced0e30b5.png
28,Vietnamese Curry,Foxera & Friends,13,4,4d 22h ago,Group Stage-Round 1,Frag Valorant Major - Fullerton,/60333/vietnamese-curry-vs-foxera-friends-frag-valorant-major-fullerton-r1,https://owcdn.net/img/61b9b4ea49bc0.png
29,five guys,Rice Burrito,8,13,4d 22h ago,Group Stage-Round 1,Frag Valorant Major - Fullerton,/60335/five-guys-vs-rice-burrito-frag-valorant-major-fullerton-r1,https://owcdn.net/img/61b9b4ea49bc0.png
30,Bing Bong,RatTurtleSquid,9,13,4d 22h ago,Group Stage-Round 1,Frag Valorant Major - Fullerton,/60337/bing-bong-vs-ratturtlesquid-frag-valorant-major-fullerton-r1,https://owcdn.net/img/61b9b4ea49bc0.png
31,Soniqs,Bad Boy Crew,2,1,4d 22h ago,Group Stage-Round 2,Frag Valorant Major - Philadelphia,/60310/soniqs-vs-bad-boy-crew-frag-valorant-major-philadelphia-r2,https://owcdn.net/img/61b9b4ea49bc0.png
32,Yellow Submarines,XSET Female,0,2,4d 22h ago,Group Stage-Round 2,Frag Valorant Major - Philadelphia,/60311/yellow-submarines-vs-xset-female-frag-valorant-major-philadelphia-r2,https://owcdn.net/img/61b9b4ea49bc0.png
33,On The Way,Showstoppers,2,0,4d 22h ago,Group Stage-Round 2,Frag Valorant Major - Philadelphia,/60312/on-the-way-vs-showstoppers-frag-valorant-major-philadelphia-r2,https://owcdn.net/img/61b9b4ea49bc0.png
34,Galakticos,Eternal Fire,11,13,4d 23h ago,Group Stage-Group A,Open Fire Legacy,/60472/galakticos-vs-eternal-fire-open-fire-legacy-group-stage-group-a,https://owcdn.net/img/60faced0e30b5.png
35,Team Queso,Activat3D Esports,1,2,4d 23h ago,Playoffs-Semifinals,PLE.GG Valorant Nations Circuit Season 2,/60195/team-queso-vs-activat3d-esports-ple-gg-valorant-nations-circuit-season-2-sf,https://owcdn.net/img/60ce924d5568b.png
36,cowana Gaming,CGN Esports,1,2,4d 23h ago,Playoffs-Bronze Final,Kingdom Calling #6,/60483/cowana-gaming-vs-cgn-esports-kingdom-calling-6-bf,https://owcdn.net/img/609016936f908.png
37,Fire Flux Young,Kafalar eSports,13,5,5d 0h ago,Group Stage-Group A,Open Fire Legacy,/60471/fire-flux-young-vs-kafalar-esports-open-fire-legacy-group-stage-group-a,https://owcdn.net/img/60faced0e30b5.png
38,Juul Team 6,Team NAME,1,2,5d 0h ago,Group Stage-Round 1,Frag Valorant Major - Philadelphia,/60306/juul-team-6-vs-team-name-frag-valorant-major-philadelphia-r1,https://owcdn.net/img/61b9b4ea49bc0.png
39,Surreal Esports,Eternal Fire,13,5,5d 0h ago,Group Stage-Group A,Open Fire Legacy,/60470/surreal-esports-vs-eternal-fire-open-fire-legacy-group-stage-group-a,https://owcdn.net/img/60faced0e30b5.png
40,Sewercats,Zero MarksMen Silver,1,2,5d 1h ago,Group Stage-Round 1,Frag Valorant Major - Philadelphia,/60300/sewercats-vs-zero-marksmen-silver-frag-valorant-major-philadelphia-r1,https://owcdn.net/img/61b9b4ea49bc0.png
41,Booster Seat Gaming,iwnl,2,0,5d 1h ago,Group Stage-Round 1,Frag Valorant Major - Philadelphia,/60301/booster-seat-gaming-vs-iwnl-frag-valorant-major-philadelphia-r1,https://owcdn.net/img/61b9b4ea49bc0.png
42,Soniqs,Yellow Submarines,2,0,5d 1h ago,Group Stage-Round 1,Frag Valorant Major - Philadelphia,/60302/soniqs-vs-yellow-submarines-frag-valorant-major-philadelphia-r1,https://owcdn.net/img/61b9b4ea49bc0.png
43,XSET Female,Bad Boy Crew,0,2,5d 1h ago,Group Stage-Round 1,Frag Valorant Major - Philadelphia,/60303/xset-female-vs-bad-boy-crew-frag-valorant-major-philadelphia-r1,https://owcdn.net/img/61b9b4ea49bc0.png
44,On The Way,Cloud9 White,2, 0,5d 1h ago,Group Stage-Round 1,Frag Valorant Major - Philadelphia,/60304/on-the-way-vs-cloud9-white-frag-valorant-major-philadelphia-r1,https://owcdn.net/img/61b9b4ea49bc0.png
45,Jays Finest,Showstoppers,2,0,5d 1h ago,Group Stage-Round 1,Frag Valorant Major - Philadelphia,/60305/jays-finest-vs-showstoppers-frag-valorant-major-philadelphia-r1,https://owcdn.net/img/61b9b4ea49bc0.png
46,The Unfortunate Five,Bully Hunters,0,2,5d 1h ago,Group Stage-Round 1,Frag Valorant Major - Philadelphia,/60307/the-unfortunate-five-vs-bully-hunters-frag-valorant-major-philadelphia-r1,https://owcdn.net/img/61b9b4ea49bc0.png
47,OtherSide,Galakticos,9,13,5d 1h ago,Group Stage-Group A,Open Fire Legacy,/60469/otherside-vs-galakticos-open-fire-legacy-group-stage-group-a,https://owcdn.net/img/60faced0e30b5.png
48,SMARACIS eSports,Team Lixa,2,0,5d 3h ago,Playoffs-Semifinals,VERSUS LEGENDS III,/59541/smaracis-esports-vs-team-lixa-versus-legends-iii-playoffs-sf,https://owcdn.net/img/6006e665548ae.png
49,Fallen5,Enigma Gaming,0,2,5d 4h ago,Playoffs-Upper Quarterfinals,The Esports Club - Challenger Series 6,/56817/fallen5-vs-enigma-gaming-the-esports-club-challenger-series-6-ubqf,https://owcdn.net/img/61b930626ebac.png
0,Bleed eSports,Looking for team,2,0,5d 5h ago,Main Event-Quarterfinals,Bleed eSports Christmas Showdown,/60422/bleed-esports-vs-looking-for-team-bleed-esports-christmas-showdown-main-event-qf,https:/img/vlr/tmp/vlr.png
1,Todak,The Reaper,0,2,5d 8h ago,Main Event-Quarterfinals,Bleed eSports Christmas Showdown,/60421/todak-vs-the-reaper-bleed-esports-christmas-showdown-main-event-qf,https:/img/vlr/tmp/vlr.png
2,Alter Ego,FS Esports,2, 1,5d 8h ago,Playoffs-Upper Quarterfinals,The Esports Club - Challenger Series 6,/56818/alter-ego-vs-fs-esports-the-esports-club-challenger-series-6-ubqf,https://owcdn.net/img/61b930626ebac.png
3,Global Esports,Kingsmen,0,2,5d 10h ago,Main Event-Quarterfinals,Bleed eSports Christmas Showdown,/60420/global-esports-vs-kingsmen-bleed-esports-christmas-showdown-main-event-qf,https:/img/vlr/tmp/vlr.png
4,Huat Zai,anythinglajustput,2,1,5d 13h ago,Main Event-Quarterfinals,Bleed eSports Christmas Showdown,/60419/huat-zai-vs-anythinglajustput-bleed-esports-christmas-showdown-main-event-qf,https:/img/vlr/tmp/vlr.png
5,Invicta Gaming,Anonymo Esports,2,0,5d 21h ago,Playoffs-Quarterfinals,PLE.GG Valorant Nations Circuit Season 2,/60194/invicta-gaming-vs-anonymo-esports-ple-gg-valorant-nations-circuit-season-2-qf,https://owcdn.net/img/60ce924d5568b.png
6,CGN Esports,Ovation eSports,0,2,5d 21h ago,Playoffs-Semifinals,Kingdom Calling #6,/60482/cgn-esports-vs-ovation-esports-kingdom-calling-6-sf,https://owcdn.net/img/609016936f908.png
7,Piercer Esports,Team Majesty,0,3,5d 23h ago,Playoffs-Consolation Final,ESTAZ Valorant Elite League,/51963/piercer-esports-vs-team-majesty-estaz-valorant-elite-league-cf,https://owcdn.net/img/619c2756c5fa8.png
8,Activat3D Esports,Ungentium,2,0,5d 23h ago,Playoffs-Quarterfinals,PLE.GG Valorant Nations Circuit Season 2,/60193/activat3d-esports-vs-ungentium-ple-gg-valorant-nations-circuit-season-2-qf,https://owcdn.net/img/60ce924d5568b.png
9,BIG,cowana Gaming,2,0,5d 23h ago,Playoffs-Semifinals,Kingdom Calling #6,/60481/big-vs-cowana-gaming-kingdom-calling-6-sf,https://owcdn.net/img/609016936f908.png
10,Morph Impact,Team Exploit,2,0,6d 4h ago,Playoffs-Upper Quarterfinals,The Esports Club - Challenger Series 6,/56815/morph-impact-vs-team-exploit-the-esports-club-challenger-series-6-ubqf,https://owcdn.net/img/61b930626ebac.png
11,Action PH,Global Esports,2,0,6d 8h ago,Playoffs-Upper Quarterfinals,The Esports Club - Challenger Series 6,/56816/action-ph-vs-global-esports-the-esports-club-challenger-series-6-ubqf,https://owcdn.net/img/61b930626ebac.png
12,Team RA'AD,Team Majesty,3,1,6d 23h ago,Playoffs-Semifinals,ESTAZ Valorant Elite League,/51962/team-raad-vs-team-majesty-estaz-valorant-elite-league-sf,https://owcdn.net/img/619c2756c5fa8.png
13,Pioneers,Akrew,1,2,1w 1d ago,Playoffs-Grand Final,Nerd Street Gamers Winter Championship - Open 9,/59598/pioneers-vs-akrew-nerd-street-gamers-winter-championship-open-9-gf,https://owcdn.net/img/61679a1bab823.png
14,Pioneers,Third Impact,2,0,1w 1d ago,Playoffs-Semifinals,Nerd Street Gamers Winter Championship - Open 9,/59596/pioneers-vs-third-impact-nerd-street-gamers-winter-championship-open-9-sf,https://owcdn.net/img/61679a1bab823.png
15,Radiance,Akrew,0,2,1w 1d ago,Playoffs-Semifinals,Nerd Street Gamers Winter Championship - Open 9,/59597/radiance-vs-akrew-nerd-street-gamers-winter-championship-open-9-sf,https://owcdn.net/img/61679a1bab823.png
16,Pioneers,ex-FLICKBAITERS,2,0,1w 1d ago,Playoffs-Quarterfinals,Nerd Street Gamers Winter Championship - Open 9,/59592/pioneers-vs-ex-flickbaiters-nerd-street-gamers-winter-championship-open-9-qf,https://owcdn.net/img/61679a1bab823.png
17,Third Impact,Cloud9 Academy,2,1,1w 1d ago,Playoffs-Quarterfinals,Nerd Street Gamers Winter Championship - Open 9,/59593/third-impact-vs-cloud9-academy-nerd-street-gamers-winter-championship-open-9-qf,https://owcdn.net/img/61679a1bab823.png
18,Team Basilisk,Radiance,0,2,1w 1d ago,Playoffs-Quarterfinals,Nerd Street Gamers Winter Championship - Open 9,/59594/team-basilisk-vs-radiance-nerd-street-gamers-winter-championship-open-9-qf,https://owcdn.net/img/61679a1bab823.png
19,Akrew,The Mafia,2,1,1w 1d ago,Playoffs-Quarterfinals,Nerd Street Gamers Winter Championship - Open 9,/59595/akrew-vs-the-mafia-nerd-street-gamers-winter-championship-open-9-qf,https://owcdn.net/img/61679a1bab823.png
20,NASR Esports,Piercer Esports,3,1,1w 1d ago,Playoffs-Semifinals,ESTAZ Valorant Elite League,/51961/nasr-esports-vs-piercer-esports-estaz-valorant-elite-league-sf,https://owcdn.net/img/619c2756c5fa8.png
21,Pioneers,Pho Real,2,0,1w 2d ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship - Open 9,/59584/pioneers-vs-pho-real-nerd-street-gamers-winter-championship-open-9-ro16,https://owcdn.net/img/61679a1bab823.png
22,ex-FLICKBAITERS,Cosmic Divide,2,0,1w 2d ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship - Open 9,/59585/ex-flickbaiters-vs-cosmic-divide-nerd-street-gamers-winter-championship-open-9-ro16,https://owcdn.net/img/61679a1bab823.png
23,Third Impact,Aspyre,2,1,1w 2d ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship - Open 9,/59586/third-impact-vs-aspyre-nerd-street-gamers-winter-championship-open-9-ro16,https://owcdn.net/img/61679a1bab823.png
24,Cloud9 Academy,Team Reckaroo,2,1,1w 2d ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship - Open 9,/59587/cloud9-academy-vs-team-reckaroo-nerd-street-gamers-winter-championship-open-9-ro16,https://owcdn.net/img/61679a1bab823.png
25,Team Basilisk,Cloud9 White,2, 1,1w 2d ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship - Open 9,/59588/team-basilisk-vs-cloud9-white-nerd-street-gamers-winter-championship-open-9-ro16,https://owcdn.net/img/61679a1bab823.png
26,Radiance,Bait Academy,2,1,1w 2d ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship - Open 9,/59589/radiance-vs-bait-academy-nerd-street-gamers-winter-championship-open-9-ro16,https://owcdn.net/img/61679a1bab823.png
27,Akrew,Actually Homeless,2,0,1w 2d ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship - Open 9,/59590/akrew-vs-actually-homeless-nerd-street-gamers-winter-championship-open-9-ro16,https://owcdn.net/img/61679a1bab823.png
28,The Mafia,ex-Serenity Black,2,0,1w 2d ago,Playoffs-Round of 16,Nerd Street Gamers Winter Championship - Open 9,/59591/the-mafia-vs-ex-serenity-black-nerd-street-gamers-winter-championship-open-9-ro16,https://owcdn.net/img/61679a1bab823.png
29,Akrew,Pho Real,16,14,1w 2d ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship - Open 9,/59660/akrew-vs-pho-real-nerd-street-gamers-winter-championship-open-9-r3,https://owcdn.net/img/61679a1bab823.png
30,Cloud9 White,Knights Academy, 13,11,1w 2d ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship - Open 9,/59662/cloud9-white-vs-knights-academy-nerd-street-gamers-winter-championship-open-9-r3,https://owcdn.net/img/61679a1bab823.png
31,Pioneers,Eclectiq,13,5,1w 2d ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship - Open 9,/59663/pioneers-vs-eclectiq-nerd-street-gamers-winter-championship-open-9-r3,https://owcdn.net/img/61679a1bab823.png
32,Renegades,Third Impact,12,14,1w 2d ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship - Open 9,/59664/renegades-vs-third-impact-nerd-street-gamers-winter-championship-open-9-r3,https://owcdn.net/img/61679a1bab823.png
33,Bait Academy,Cloud9 Academy,8,13,1w 2d ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship - Open 9,/59670/bait-academy-vs-cloud9-academy-nerd-street-gamers-winter-championship-open-9-r3,https://owcdn.net/img/61679a1bab823.png
34,T1 Academy,Aspyre,5,13,1w 2d ago,Group Stage-Round 3,Nerd Street Gamers Winter Championship - Open 9,/59673/t1-academy-vs-aspyre-nerd-street-gamers-winter-championship-open-9-r3,https://owcdn.net/img/61679a1bab823.png
35,Akrew,Oni Fans,13,4,1w 2d ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship - Open 9,/59640/akrew-vs-oni-fans-nerd-street-gamers-winter-championship-open-9-r2,https://owcdn.net/img/61679a1bab823.png
36,Cloud9 White,Pioneers, 2,13,1w 2d ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship - Open 9,/59642/cloud9-white-vs-pioneers-nerd-street-gamers-winter-championship-open-9-r2,https://owcdn.net/img/61679a1bab823.png
37,Eclectiq,Knights Academy,4,13,1w 2d ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship - Open 9,/59643/eclectiq-vs-knights-academy-nerd-street-gamers-winter-championship-open-9-r2,https://owcdn.net/img/61679a1bab823.png
38,Renegades,Team Reckaroo,10,13,1w 2d ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship - Open 9,/59644/renegades-vs-team-reckaroo-nerd-street-gamers-winter-championship-open-9-r2,https://owcdn.net/img/61679a1bab823.png
39,Cosmic Divide,Team Basilisk,4,13,1w 2d ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship - Open 9,/59649/cosmic-divide-vs-team-basilisk-nerd-street-gamers-winter-championship-open-9-r2,https://owcdn.net/img/61679a1bab823.png
40,EQ Red,Cloud9 Academy,2,13,1w 2d ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship - Open 9,/59651/eq-red-vs-cloud9-academy-nerd-street-gamers-winter-championship-open-9-r2,https://owcdn.net/img/61679a1bab823.png
41,Aspyre,The Mafia,4,13,1w 2d ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship - Open 9,/59652/aspyre-vs-the-mafia-nerd-street-gamers-winter-championship-open-9-r2,https://owcdn.net/img/61679a1bab823.png
42,T1 Academy,Team Flux,9,13,1w 2d ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship - Open 9,/59653/t1-academy-vs-team-flux-nerd-street-gamers-winter-championship-open-9-r2,https://owcdn.net/img/61679a1bab823.png
43,ex-Serenity Black,Radiance,9,13,1w 2d ago,Group Stage-Round 2,Nerd Street Gamers Winter Championship - Open 9,/59655/ex-serenity-black-vs-radiance-nerd-street-gamers-winter-championship-open-9-r2,https://owcdn.net/img/61679a1bab823.png
44,Akrew,Pridestark Empire,13,2,1w 2d ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship - Open 9,/59618/akrew-vs-pridestark-empire-nerd-street-gamers-winter-championship-open-9-r1,https://owcdn.net/img/61679a1bab823.png
45,Cloud9 White,Eclectiq, 13,11,1w 2d ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship - Open 9,/59620/cloud9-white-vs-eclectiq-nerd-street-gamers-winter-championship-open-9-r1,https://owcdn.net/img/61679a1bab823.png
46,Knights Academy,Pioneers,5,13,1w 2d ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship - Open 9,/59621/knights-academy-vs-pioneers-nerd-street-gamers-winter-championship-open-9-r1,https://owcdn.net/img/61679a1bab823.png
47,Renegades,Project02,13,8,1w 2d ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship - Open 9,/59622/renegades-vs-project02-nerd-street-gamers-winter-championship-open-9-r1,https://owcdn.net/img/61679a1bab823.png
48,Cloud9 Academy,Gifted,13,9,1w 2d ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship - Open 9,/59629/cloud9-academy-vs-gifted-nerd-street-gamers-winter-championship-open-9-r1,https://owcdn.net/img/61679a1bab823.png
49,T1 Academy,The Mafia,12,14,1w 2d ago,Group Stage-Round 1,Nerd Street Gamers Winter Championship - Open 9,/59631/t1-academy-vs-the-mafia-nerd-street-gamers-winter-championship-open-9-r1,https://owcdn.net/img/61679a1bab823.png
0,Team Majesty,SCYTES Esports,2,0,1w 2d ago,Playoffs-Quarterfinals,ESTAZ Valorant Elite League,/51960/team-majesty-vs-scytes-esports-estaz-valorant-elite-league-qf,https://owcdn.net/img/619c2756c5fa8.png
1,Piercer Esports,3BL Esports,0,0,1w 2d ago,Playoffs-Quarterfinals,ESTAZ Valorant Elite League,/51959/piercer-esports-vs-3bl-esports-estaz-valorant-elite-league-qf,https://owcdn.net/img/619c2756c5fa8.png
2,Crimas Disciples,Legacy Esports,3,1,1w 3d ago,Playoffs-Grand Finals,LPL Spring Cup Legends 2021,/56415/crimas-disciples-vs-legacy-esports-lpl-spring-cup-legends-2021-gf,https://owcdn.net/img/5f471342b2dff.png
3,Team RA'AD,RTG eSports,2,0,1w 3d ago,Playoffs-Quarterfinals,ESTAZ Valorant Elite League,/51958/team-raad-vs-rtg-esports-estaz-valorant-elite-league-qf,https://owcdn.net/img/619c2756c5fa8.png
4,Acend,Gambit Esports,3,2,1w 3d ago,Playoffs-Grand Final,VALORANT Champions,/51296/acend-vs-gambit-esports-valorant-champions-gf,https://owcdn.net/img/60865adcb127b.png
5,NASR Esports,MLC Esports,2,1,1w 3d ago,Playoffs-Quarterfinals,ESTAZ Valorant Elite League,/51957/nasr-esports-vs-mlc-esports-estaz-valorant-elite-league-qf,https://owcdn.net/img/619c2756c5fa8.png
